time,target_roll_deg,actual_roll_deg,Fx,Fy,Fz,base_load,left_load,right_load,fixture_torque_Nm,fixture_work_J,mechanical_energy_J
3.800000000000000044e-01,3.254217700608879937e+01,3.000584921795599769e+01,8.643445169427277364e-04,3.944113540636467796e+00,1.860987941427356134e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.860987941427356134e+02,3.417379318337395944e+00,3.052735863606593103e+00,8.021925077355033906e+00
3.900000000000000133e-01,3.293082691339789392e+01,3.052518531617840836e+01,8.707177334131843693e-04,4.080927190504684887e+00,1.861738701074382050e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.861738701074382050e+02,3.348733488679840775e+00,3.083369068128584800e+00,8.052182324506635069e+00
4.000000000000000222e-01,3.328697807033037037e+01,3.101353856325042102e+01,8.712519586411282546e-04,4.209086233491872164e+00,1.862477117494483707e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.862477117494483707e+02,3.284326392395712446e+00,3.111609534841704328e+00,8.079984158968253283e+00
4.100000000000000311e-01,3.361027899869300484e+01,3.147042618764730193e+01,8.661954774422664372e-04,4.328524020768941938e+00,1.863196361364432505e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.863196361364432505e+02,3.224183440664774025e+00,3.137535536005232384e+00,8.105419604949954504e+00
4.199999999999999845e-01,3.390041063950208411e+01,3.189539763060824384e+01,8.558997535513812593e-04,4.439199173348670868e+00,1.863889947349509271e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.863889947349509271e+02,3.168324535862893754e+00,3.161221866096398436e+00,8.128575002008378902e+00
4.299999999999999933e-01,3.415708666785614867e+01,3.228803474123547090e+01,8.407741156760684120e-04,4.541090798812481566e+00,1.864551770088828277e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.864551770088828277e+02,3.116766009860214126e+00,3.182739436468587257e+00,8.149533278435594497e+00
4.400000000000000022e-01,3.438005377550410202e+01,3.264795194819399882e+01,8.212367526813091345e-04,4.634193555779577700e+00,1.865176135603297496e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.865176135603297496e+02,3.069522334334692459e+00,3.202154914423986920e+00,8.168373269638760092e+00
4.500000000000000111e-01,3.456909192082981974e+01,3.297479641327134914e+01,7.976633758662865503e-04,4.718512903624507260e+00,1.865757787305159923e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.865757787305159923e+02,3.026607501146827417e+00,3.219530400028708161e+00,8.185169089462629444e+00
4.600000000000000200e-01,3.472401454600672110e+01,3.326824817289316627e+01,7.703285387524738681e-04,4.794060817715426914e+00,1.866291926522838480e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.866291926522838480e+02,2.988036007386199344e+00,3.234923134426146873e+00,8.199989560291534474e+00
4.700000000000000289e-01,3.484466876110779765e+01,3.352802027337405377e+01,7.393202245158381203e-04,4.860852169428143021e+00,1.866774228107802003e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.866774228107802003e+02,2.953823419922855464e+00,3.248385234439843394e+00,8.212897705421820405e+00
4.799999999999999822e-01,3.493093549498949812e+01,3.375385890443827464e+01,7.043607307557486763e-04,4.918901881296920742e+00,1.867200852066825689e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.867200852066825689e+02,2.923986533587878967e+00,3.259963449717768302e+00,8.223950304934945166e+00
4.899999999999999911e-01,3.498272961280060400e+01,3.394554353366157784e+01,6.642761653083972817e-04,4.968222878345606830e+00,1.867568452306792324e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.867568452306792324e+02,2.898543171121900741e+00,3.269698940336037474e+00,8.233197514379188675e+00
5.000000000000000000e-01,3.500000000000000000e+01,3.410288704230394785e+01,6.148051242771401803e-04,5.008824744673074036e+00,1.867874183530673804e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.867874183530673804e+02,2.877511696457474955e+00,3.277627074428770992e+00,8.240682544165807144e+00
5.100000000000000089e-01,3.498272961280060400e+01,3.422573586110675592e+01,5.336778137186026783e-04,5.040712386786618815e+00,1.868115707435879074e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.868115707435879074e+02,2.860910300316618304e+00,3.283777246845725362e+00,8.246441396933207102e+00
5.200000000000000178e-01,3.493093549498949812e+01,3.431397011070041003e+01,-8.381216592123763576e-05,5.063825344612749468e+00,1.868291124165811254e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.868291124165811254e+02,2.848755047999532053e+00,3.288172720964824158e+00,8.250502664376297091e+00
5.300000000000000266e-01,3.484466876110779765e+01,3.436753421769245165e+01,-1.459409473663075829e-03,5.035001368406095246e+00,1.868531455444082781e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.868531455444082781e+02,2.838068688172427301e+00,3.290831105051779559e+00,8.252907685228512591e+00
5.400000000000000355e-01,3.472401454600672110e+01,3.438649882711480643e+01,-1.319930516370138029e-03,5.021378815748252400e+00,1.868549476855841363e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.868549476855841363e+02,2.825833825128540866e+00,3.291768936270369483e+00,8.253755201910728090e+00
5.500000000000000444e-01,3.456909192082981264e+01,3.437096963397708294e+01,-1.384478175088466045e-03,5.009442308897205542e+00,1.868502256594221649e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.868502256594221649e+02,2.811882123762984520e+00,3.291005790246709140e+00,8.253059831493276377e+00
5.600000000000000533e-01,3.438005377550410202e+01,3.432103904095920655e+01,-2.285397520690457540e-03,4.989577376322216651e+00,1.868423439155706376e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.868423439155706376e+02,2.797358306687158347e+00,3.288563002650362055e+00,8.250815253681937023e+00
5.700000000000000622e-01,3.415708666785615577e+01,3.423680853819022474e+01,-2.514002979482010680e-03,4.965278237712132281e+00,1.868254829724698141e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.868254829724698141e+02,2.782082685975865388e+00,3.284463631119841409e+00,8.247012878341742237e+00
5.799999999999999600e-01,3.390041063950209121e+01,3.411840108935039240e+01,-3.092166358542869364e-03,4.933572445430096209e+00,1.868050481899753095e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.868050481899753095e+02,2.766405039425251289e+00,3.278732734883658573e+00,8.241628870695592468e+00
5.899999999999999689e-01,3.361027899869300484e+01,3.396595623885616533e+01,-3.508237663039232013e-03,4.895006053237191068e+00,1.867776095185033398e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.867776095185033398e+02,2.750542639205775686e+00,3.271396215023195442e+00,8.234637854542121715e+00
5.999999999999999778e-01,3.328697807033037748e+01,3.377963904223957314e+01,-3.908831740188706966e-03,4.848974592083334478e+00,1.867447825955422900e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.867447825955422900e+02,2.734668528605595839e+00,3.262481065197873065e+00,8.226004813590623854e+00
